txId,class
246126432,2
246051829,unknown
87829417,unknown
244364028,2
245239436,2
250212196,unknown
246044422,unknown
142213051,unknown
245252803,unknown
244688143,2
245502604,unknown
245202859,unknown
202483512,unknown
245336566,unknown
246111153,unknown
246352761,unknown
245220235,unknown
246147247,unknown
245406835,unknown
245407249,unknown
245198509,unknown
245767595,unknown
246044395,unknown
246044399,unknown
245782201,unknown
245782204,unknown
245297752,unknown
245297335,unknown
245723113,unknown
245239447,2
155820812,unknown
51413966,unknown
246048713,unknown
246048718,unknown
119264177,unknown
245789076,unknown
183925718,unknown
245479824,unknown
244808550,unknown
244723501,unknown
245213767,unknown
246107989,unknown
245424165,unknown
246103283,unknown
236651103,unknown
245751784,unknown
245426078,2
245747491,unknown
245747493,unknown
245152658,unknown
245747801,unknown
25847646,unknown
183469919,2
245850066,unknown
244760276,unknown
245480394,unknown
246042299,unknown
246042302,unknown
245278255,unknown
244713490,unknown
244713493,unknown
245426108,unknown
245286813,2
246171035,unknown
244808933,unknown
245239451,unknown
245249785,unknown
245425052,2
245251157,unknown
245363720,2
246092602,2
246367711,unknown
106620285,unknown
246122078,unknown
246122120,unknown
246115247,unknown
139790738,unknown
245421435,unknown
245421430,2
245150888,unknown
246170861,unknown
245409290,unknown
52269220,unknown
245731703,unknown
244278079,2
244282218,unknown
245152050,unknown
244687662,unknown
244808542,unknown
244792530,unknown
244792565,unknown
246374792,unknown
246374795,unknown
120223542,unknown
38127551,unknown
244372319,unknown
245338472,unknown
245288920,unknown
51413937,unknown
246051816,unknown
246051824,unknown
205521882,unknown
209642011,unknown
244678011,2
245341705,unknown
245435115,unknown
245245179,unknown
109125976,unknown
245152454,unknown
246345661,unknown
245251486,unknown
245251479,unknown
246044384,unknown
246153545,unknown
246041432,unknown
245779698,unknown
245779702,unknown
245223847,unknown
76022489,unknown
245386996,unknown
35744966,unknown
246107566,unknown
245428152,unknown
184086368,unknown
244796457,unknown
246061865,unknown
246061867,unknown
245899667,unknown
246008407,2
244691897,unknown
244359620,unknown
54303925,unknown
245415337,unknown
244682861,unknown
245824506,unknown
246372984,2
245269243,unknown
246037941,unknown
246038562,unknown
246870460,unknown
245776715,unknown
233646478,unknown
244691847,2
246042291,unknown
246042295,unknown
245761446,unknown
245761790,unknown
243936218,unknown
246053674,unknown
246053680,unknown
245417833,unknown
224008655,unknown
244678008,unknown
245206985,unknown
245205648,unknown
245287329,2
246117781,2
244350633,unknown
245461558,unknown
191240363,unknown
246046213,unknown
245719239,unknown
245719243,unknown
244732259,unknown
245140933,1
245274174,unknown
245274356,unknown
246393853,2
245241117,2
244285205,2
31417416,unknown
245157066,unknown
245325359,unknown
244371371,2
7809625,unknown
246122128,unknown
245416312,unknown
245154418,unknown
244726289,unknown
245803813,unknown
245502568,unknown
244661627,unknown
244741553,unknown
245492227,2
245984078,unknown
246176716,unknown
245423455,unknown
245180121,2
245761440,unknown
245761441,unknown
244688595,unknown
245205643,unknown
246189387,2
244298088,2
245866455,2
245725694,unknown
245725711,unknown
131824854,unknown
245867181,unknown
245867187,unknown
246062710,unknown
246062969,unknown
246121810,unknown
245824999,2
244377804,unknown
191698602,unknown
202483531,unknown
103816159,unknown
244304618,unknown
244315293,unknown
246118271,unknown
172006459,unknown
246390471,2
203608650,unknown
245204849,unknown
245416314,unknown
246384206,unknown
203606703,unknown
244796950,unknown
245156712,unknown
245156716,unknown
244688583,unknown
244318055,unknown
245256534,unknown
31067604,unknown
98467554,unknown
54419051,unknown
245406518,unknown
245724947,unknown
245344776,unknown
246116360,2
191914793,2
245479574,unknown
246160905,2
245761872,unknown
245762083,unknown
244295939,2
245967867,2
245201985,unknown
193121748,2
245362701,2
245248590,2
246078972,2
63673807,unknown
244279314,unknown
219662483,unknown
246407446,unknown
244285202,2
245379015,2
245414246,unknown
245417823,unknown
245287331,unknown
246147642,unknown
82893126,unknown
61272756,unknown
245428575,unknown
245933288,unknown
246015541,unknown
244687666,2
105937226,unknown
246385568,unknown
245217032,unknown
245767020,unknown
245767290,unknown
245762536,unknown
77131284,unknown
245207654,unknown
244689337,2
245228777,unknown
245774142,unknown
245774146,unknown
244714402,unknown
244794170,unknown
204870987,unknown
246389190,2
244679351,2
246160931,unknown
245152655,unknown
244343300,unknown
246155247,unknown
169081758,unknown
245249087,unknown
244691831,unknown
244691826,unknown
244301974,unknown
245244803,unknown
246133817,2
139790737,unknown
244751031,unknown
246045078,unknown
246045080,unknown
244302167,unknown
244797634,2
244693359,unknown
244693362,unknown
245417427,2
246043778,unknown
246043783,unknown
245774161,unknown
245774164,unknown
203609685,unknown
203609815,unknown
246059389,unknown
245480712,unknown
244734798,unknown
41269709,unknown
247591804,unknown
245725068,unknown
245725298,unknown
246111200,unknown
246403568,unknown
128264664,unknown
245372757,2
245811298,unknown
245811301,unknown
244688592,unknown
246077501,2
245502590,unknown
245157023,unknown
104195304,unknown
244713947,unknown
245251473,unknown
58474194,unknown
245151630,unknown
245717518,unknown
245484025,unknown
245426102,unknown
246419109,unknown
245159453,unknown
245159457,unknown
244731142,unknown
185045063,unknown
246161504,unknown
129537006,unknown
245438379,unknown
244715492,unknown
245344193,unknown
245392657,unknown
244668065,2
245252060,unknown
244306658,2
245475646,unknown
245475650,unknown
245466985,unknown
245767618,unknown
112261957,unknown
244801889,unknown
245153549,unknown
244702169,unknown
245420853,2
92670316,unknown
245467220,unknown
245467417,unknown
245351387,unknown
245454908,unknown
3194818,unknown
245440510,2
246385120,2
246051189,unknown
246051193,unknown
246936724,unknown
244677757,unknown
245241115,unknown
244304535,2
244714793,unknown
54649862,unknown
245775394,unknown
244279946,unknown
13857707,2
245199350,unknown
245718768,unknown
245382213,unknown
245471052,2
245269763,unknown
245424175,2
244682532,unknown
244682531,unknown
246114374,2
245717922,unknown
105937244,unknown
245176364,2
245176629,2
246052267,unknown
244716130,2
244716133,unknown
245465403,2
244680523,2
245225014,2
246147968,unknown
245771267,unknown
244377768,unknown
244377774,unknown
245195645,unknown
245195647,unknown
244308475,2
244688642,2
245466224,2
245297369,unknown
244661632,unknown
244291850,unknown
245231221,2
245266824,unknown
246118353,unknown
245431036,unknown
246405428,unknown
234359095,2
244676644,unknown
64537745,unknown
246190021,2
245418220,unknown
244687061,2
246046503,unknown
246046859,unknown
192719266,2
245428148,2
245428143,unknown
245824195,unknown
245502823,2
246153878,unknown
175058786,2
244364030,unknown
245778421,unknown
245772375,unknown
245772379,unknown
245775280,unknown
245723640,unknown
245723657,unknown
244688158,unknown
246156355,unknown
245409633,2
245831247,2
244712848,unknown
245504949,unknown
78868182,unknown
246045101,unknown
246045473,unknown
244302162,unknown
245210999,unknown
246053070,unknown
246138159,unknown
245363377,2
220967452,unknown
245344195,unknown
245860815,unknown
245334905,2
245330076,unknown
245464313,unknown
245775304,unknown
181296209,unknown
246131003,2
245500289,unknown
246404399,unknown
244679645,2
113518012,unknown
69125350,unknown
245424806,unknown
244688661,2
245503845,unknown
54824200,unknown
244740701,unknown
245426701,2
202483463,unknown
244678788,unknown
244678787,unknown
246105123,unknown
245421365,2
244371617,unknown
244301975,unknown
246154520,unknown
245730883,unknown
245730885,unknown
246056784,unknown
245413203,2
245832049,2
244691408,2
245244074,unknown
244688976,unknown
246046866,unknown
244752446,unknown
246059481,unknown
246059485,unknown
245273892,unknown
245965760,2
244374594,unknown
245415319,unknown
244660132,unknown
101771152,unknown
228587477,unknown
145380141,unknown
245441239,unknown
54105830,unknown
245747418,unknown
245747421,unknown
245244793,unknown
244680528,unknown
245203711,unknown
245480382,unknown
244666009,2
240477091,2
245759453,unknown
245759457,unknown
245504791,unknown
245424521,2
246061023,unknown
246061027,unknown
244692157,2
245471348,unknown
245471351,unknown
245439827,unknown
245775414,unknown
246391793,unknown
246142167,2
246120728,unknown
244302718,unknown
245375069,unknown
246051909,unknown
245740805,unknown
245741163,unknown
245776724,unknown
245776729,unknown
245775282,unknown
245775288,unknown
245775267,unknown
245432953,unknown
244382517,unknown
244303528,2
244714797,unknown
246045037,unknown
246045039,unknown
246038919,unknown
246039640,unknown
244688581,unknown
246058545,unknown
245774810,unknown
245774816,unknown
244679072,unknown
244755019,unknown
244715487,unknown
245394098,unknown
244700717,unknown
208799879,unknown
245755259,unknown
246051127,unknown
245472443,unknown
246116790,unknown
108775437,unknown
245737748,unknown
245768491,unknown
245768500,unknown
245755623,unknown
245756101,unknown
244376101,unknown
244376126,unknown
244797654,unknown
246406743,unknown
78544552,unknown
245749724,unknown
246056028,unknown
250223747,unknown
245465086,unknown
245466469,unknown
245734277,unknown
244344638,unknown
245243370,unknown
50156264,unknown
245160585,unknown
245148140,unknown
246106317,unknown
245722714,unknown
244659522,unknown
245144856,unknown
100178246,unknown
100474899,unknown
245245230,unknown
245245237,unknown
245425596,unknown
245421439,unknown
118395629,unknown
245868023,unknown
245738740,unknown
245739054,unknown
244794344,unknown
244794506,unknown
245434420,unknown
246181186,2
245504769,unknown
130545953,unknown
201749872,unknown
245267711,unknown
246049820,unknown
246049823,unknown
244280621,unknown
245179767,2
245723651,unknown
245786833,unknown
244344996,unknown
105937441,unknown
244327989,unknown
245157050,unknown
245157056,unknown
246079362,unknown
246389645,unknown
250215983,unknown
202715233,unknown
245242177,2
246350738,unknown
245431781,unknown
245217837,unknown
246143608,unknown
244686979,unknown
245782193,unknown
245782199,unknown
245183180,2
244690449,unknown
244693639,unknown
245740551,unknown
245740557,unknown
244278618,unknown
245719627,unknown
245719629,unknown
245767018,unknown
161001047,unknown
245717500,unknown
246067150,unknown
246139949,unknown
245476782,unknown
245468283,unknown
245348266,unknown
230656327,2
230656328,2
244324734,unknown
183757463,2
245407487,unknown
245732174,unknown
245732177,unknown
245751262,unknown
245751274,unknown
245499065,unknown
202484126,unknown
244659829,unknown
245724918,unknown
245724917,unknown
246070461,unknown
246070470,2
245429706,unknown
44163919,unknown
245203377,unknown
246343786,unknown
245481101,unknown
245481175,unknown
27953794,unknown
203609146,unknown
245500065,unknown
244279323,unknown
245296029,unknown
245424155,2
244297061,unknown
244681084,unknown
245473352,unknown
204343284,unknown
244377816,unknown
245197887,2
246107159,2
245411326,unknown
50630602,unknown
245776765,unknown
245256556,unknown
245432373,unknown
245470635,unknown
47240524,2
152212463,2
245204406,unknown
245414519,unknown
246048698,unknown
246048700,unknown
244285053,2
246415308,unknown
246415683,unknown
246104567,unknown
245236445,unknown
245250175,unknown
245432010,unknown
244314159,unknown
245774804,unknown
54418750,unknown
245718387,unknown
245736765,unknown
245736770,unknown
244299642,unknown
244363184,unknown
246114866,2
250210128,2
250227323,unknown
250227329,unknown
246350639,unknown
245476776,unknown
245153595,unknown
245274454,unknown
245180119,2
245319373,unknown
245430584,2
245430580,2
246379788,2
246349247,unknown
244689015,2
239797552,unknown
246043022,unknown
245246191,unknown
245209431,unknown
245415620,unknown
250213370,unknown
250228769,unknown
246121524,unknown
245984987,2
250227855,unknown
76649006,unknown
155883598,unknown
245490122,unknown
250212700,unknown
250228115,unknown
245222145,2
246038523,unknown
245195897,unknown
245195975,unknown
246367708,unknown
246382001,2
246345246,2
246064258,unknown
246386298,unknown
246407427,unknown
245501612,2
246177003,unknown
246177297,unknown
186736614,unknown
245740592,unknown
245164825,unknown
246104408,2
245156723,unknown
76741758,unknown
53016532,unknown
246059319,unknown
244677463,unknown
244304307,unknown
244664544,2
24859171,unknown
244312757,unknown
244312768,unknown
245210349,2
244715427,unknown
245236112,2
245427892,unknown
245426693,unknown
245479523,unknown
245479539,unknown
207183378,unknown
245155544,unknown
244377133,unknown
244793964,unknown
245200587,2
246046223,unknown
246046226,unknown
244363188,unknown
244684501,2
244315302,2
245408442,unknown
244732252,unknown
245424808,2
246121163,unknown
244714442,unknown
244714443,unknown
245339044,unknown
250227813,unknown
246114519,2
246146258,unknown
244377809,unknown
246049039,unknown
245772342,unknown
225784520,unknown
246384778,2
179521085,unknown
246147973,unknown
81568375,unknown
245347258,unknown
245724987,unknown
244364008,2
244364018,unknown
244793878,unknown
244793883,unknown
245484434,unknown
245143098,unknown
245143093,unknown
246058720,unknown
246058956,unknown
245170632,2
245227132,2
246037312,unknown
244702009,2
245441228,unknown
245417415,2
249119629,2
246378457,2
245741529,unknown
245743693,unknown
25546648,unknown
244691736,2
245439837,2
245421370,unknown
246148968,unknown
250229036,unknown
250229047,unknown
245296001,unknown
246071269,2
246096010,unknown
246096058,unknown
244688137,unknown
153190972,unknown
244324751,unknown
245747964,unknown
55622019,unknown
245249430,2
245503991,unknown
244369941,unknown
244770315,unknown
203606400,unknown
244359446,unknown
246039650,unknown
245826559,2
52270540,unknown
245922235,2
245424517,2
244716160,unknown
245481526,unknown
245152057,unknown
245780091,unknown
245780100,unknown
245830454,2
8821341,unknown
245804017,2
245157005,unknown
245157009,unknown
245792423,2
245423749,2
38159713,unknown
229022191,unknown
110778787,unknown
245369492,2
245391788,unknown
246075427,unknown
63866731,unknown
245148402,unknown
245407701,unknown
168628008,unknown
38673925,unknown
244792576,unknown
245239163,2
245196000,unknown
246359477,unknown
246061050,unknown
246061053,unknown
244677464,unknown
245198202,unknown
245408544,unknown
245410508,unknown
246045499,unknown
246045827,unknown
245411336,2
245411333,2
244792188,unknown
244792196,unknown
192335458,unknown
245773658,unknown
245771228,unknown
245771232,unknown
245739996,unknown
100058829,unknown
245199347,unknown
246142183,unknown
244380374,unknown
245780758,unknown
245780763,unknown
95969971,unknown
246142956,2
244314163,unknown
244314450,unknown
244792214,unknown
213480554,unknown
245721959,unknown
246052277,unknown
245265354,unknown
245503083,2
246061870,unknown
246061894,unknown
53685586,unknown
246037939,unknown
244302451,unknown
244302713,unknown
246107586,2
246139640,unknown
246377385,unknown
245722724,unknown
245391820,unknown
245763370,unknown
245763380,unknown
245775400,unknown
244691463,2
244804328,2
246062971,unknown
24851221,unknown
245288922,unknown
250227598,unknown
244716151,unknown
54828941,unknown
246060886,unknown
245529145,unknown
245153061,unknown
244661053,unknown
207539690,unknown
245265961,unknown
246171216,unknown
246146590,unknown
246146925,unknown
172425882,unknown
70640261,unknown
245158489,unknown
245498485,unknown
245498492,unknown
245775704,unknown
245775706,unknown
245140795,2
245866447,unknown
246053795,unknown
246053802,unknown
244716147,unknown
245751723,unknown
245751775,unknown
244315036,unknown
245762540,unknown
217484357,unknown
246208000,unknown
245251783,unknown
245296018,unknown
246058960,unknown
246058965,unknown
244772635,unknown
231239623,unknown
244304936,2
245715029,unknown
245737207,unknown
244716166,unknown
245276298,2
245241078,2
245241070,2
44327780,unknown
117673960,unknown
245169690,unknown
245420040,unknown
245791486,unknown
246391038,unknown
246170856,unknown
208292842,unknown
217217551,unknown
10982448,unknown
245195587,unknown
245195591,unknown
245428223,2
246309672,2
245208991,2
246235386,2
246367685,2
245221772,unknown
245351274,2
246087390,2
245781744,unknown
245781747,unknown
245286812,2
185744323,unknown
106934180,unknown
245288919,unknown
245803812,unknown
245440872,unknown
245476596,unknown
246107103,2
246317785,2
245771235,unknown
245425048,2
105937448,unknown
245157079,unknown
246002035,unknown
244660443,unknown
245778819,unknown
244703438,2
86223598,unknown
203003941,unknown
246059684,unknown
246059689,unknown
105937460,unknown
244662679,2
245284272,unknown
245498499,unknown
244299415,unknown
245331639,unknown
35999774,unknown
245428577,unknown
245427811,unknown
245262646,unknown
244715779,unknown
244679354,2
246046201,unknown
245340035,unknown
244662726,2
244279656,unknown
244722156,unknown
246419086,unknown
217126613,unknown
246096806,unknown
200675661,unknown
246419061,unknown
78548715,2
245470082,unknown
54649856,unknown
245231981,2
132151751,unknown
245241060,unknown
244715790,unknown
245770435,unknown
245971694,unknown
246421625,unknown
245723449,unknown
203606799,unknown
246146263,unknown
246122123,unknown
244311418,2
245425049,unknown
245725678,unknown
246417031,unknown
27951122,unknown
242279772,unknown
110825493,unknown
246113233,unknown
148443221,unknown
95017540,unknown
245407482,unknown
244302836,unknown
245414973,2
245153055,unknown
246045839,unknown
245228014,unknown
245774600,unknown
245774605,unknown
70972422,2
244801341,unknown
244801355,unknown
245730071,unknown
245730521,unknown
189779502,unknown
244688987,unknown
244689604,unknown
58479650,unknown
245465090,unknown
247448688,unknown
245498394,unknown
245771729,unknown
245771735,unknown
202483455,unknown
246406191,unknown
245776265,unknown
244712068,unknown
244712073,unknown
245781985,unknown
245407746,unknown
245245191,unknown
245287334,unknown
245198208,2
245768539,unknown
245768549,unknown
245753316,unknown
246042403,unknown
53090603,unknown
245872371,2
244679343,2
227919597,unknown
119416891,unknown
245165586,2
245149313,unknown
231851397,unknown
215701311,unknown
245818963,2
245867172,unknown
245297774,unknown
245139662,unknown
113893015,unknown
245469655,unknown
246088015,2
245231982,2
244680719,unknown
245789143,2
246053430,unknown
246053433,unknown
245237887,2
246074171,unknown
245425316,unknown
246320353,2
246049855,unknown
246049859,unknown
245251137,unknown
245358663,2
59052409,unknown
245252074,2
216908418,unknown
145499412,unknown
245153605,unknown
245493532,2
118097224,2
244666825,2
245422539,unknown
245483736,unknown
26157586,unknown
244790354,unknown
245157577,unknown
245157823,unknown
244688611,unknown
245210056,2
245766231,unknown
246403713,unknown
245406251,2
203003972,unknown
245151676,unknown
245724919,unknown
245791236,unknown
244344018,2
245969778,unknown
245475540,unknown
54633825,unknown
246407579,unknown
246406761,unknown
203003993,unknown
244688139,unknown
245479834,unknown
245791487,unknown
245734811,unknown
244678015,unknown
245199729,unknown
245418228,unknown
245241124,2
246213746,2
246052912,unknown
76202981,unknown
244383303,unknown
244680567,unknown
246041042,unknown
246041211,unknown
245811295,unknown
245295375,unknown
246371375,2
245764720,unknown
181295823,2
246383401,unknown
250208439,unknown
250226953,unknown
177222865,unknown
108776665,unknown
245431995,unknown
246357348,2
245245509,unknown
245216736,unknown
245732665,unknown
245732671,unknown
245765195,unknown
245765198,unknown
244715504,unknown
244715509,unknown
96750562,unknown
54824203,unknown
245426403,unknown
244284211,unknown
246061031,unknown
246062698,unknown
246062706,unknown
246989826,unknown
168644754,unknown
244715929,unknown
203605786,unknown
245151621,unknown
245216741,unknown
246096948,unknown
244372347,unknown
132191728,unknown
244684636,2
244798725,unknown
244275093,unknown
244662664,unknown
245294955,1
245424182,unknown
246348577,unknown
245717143,unknown
244355692,unknown
244377132,unknown
250229343,unknown
250229618,unknown
246420134,unknown
245215844,unknown
219818229,2
244372656,2
245165922,2
245759780,unknown
66238688,unknown
22449060,unknown
33973914,unknown
244679355,2
95963842,unknown
244770638,2
244770634,2
244306902,2
245363127,2
245317327,2
245317333,2
245268725,unknown
245268729,unknown
244716116,unknown
245787855,unknown
245777529,unknown
245777535,unknown
245416307,unknown
246145476,unknown
245217071,2
245201354,2
204059101,unknown
109727611,2
245160256,unknown
246117590,2
245758360,unknown
246170511,unknown
246170513,unknown
244712490,unknown
238599619,unknown
212231130,unknown
128676312,2
244699422,2
245256253,unknown
245734475,unknown
245237905,unknown
245763720,unknown
244771198,unknown
244714459,unknown
244714779,unknown
245288593,unknown
245762970,unknown
245295590,unknown
244300429,unknown
245333531,unknown
245391732,unknown
245773403,unknown
81962984,unknown
250226958,unknown
245469814,unknown
203606010,unknown
245288434,unknown
84362098,unknown
183697706,2
250223026,2
245943914,2
244363191,unknown
46286738,unknown
244373867,unknown
245364533,unknown
245432362,2
245732146,unknown
244677755,unknown
245773338,unknown
245216309,unknown
245739062,unknown
245261206,unknown
245774149,unknown
234760473,unknown
245724960,unknown
245155166,unknown
245155183,unknown
245440515,unknown
245316552,unknown
245154424,unknown
106225014,unknown
246041642,unknown
246038097,unknown
246038529,unknown
244770912,unknown
244770914,unknown
244771220,2
227205208,unknown
244736322,unknown
107355946,unknown
244744193,unknown
245196012,unknown
245867191,unknown
245297770,unknown
245151870,unknown
245992395,unknown
250222702,unknown
246049027,unknown
245163929,2
245269718,unknown
245195979,unknown
245764119,unknown
245764123,unknown
246064596,unknown
245278447,unknown
246406194,unknown
246406779,unknown
245244474,unknown
245198718,unknown
245198515,unknown
244660481,unknown
244660479,unknown
245214812,unknown
245774153,unknown
245774156,unknown
245203691,unknown
245159811,unknown
246402230,2
245773651,unknown
245269729,unknown
245426067,2
244797990,unknown
246139307,2
246178763,unknown
244313050,unknown
244744785,unknown
246078917,2
244696451,unknown
246156765,unknown
245717940,unknown
244666014,2
244715931,unknown
246401035,2
245766587,unknown
246146254,unknown
246386840,unknown
245924089,unknown
202898115,2
202971530,unknown
36944613,unknown
198676107,unknown
245747485,unknown
147027853,unknown
21957808,unknown
245769498,unknown
246061021,unknown
65388234,unknown
244808535,unknown
53541548,unknown
245717354,unknown
245153607,unknown
245206229,unknown
246407835,unknown
245772347,unknown
223100540,unknown
246043775,unknown
29777409,unknown
246405435,unknown
245765207,unknown
245179906,2
245198200,unknown
245768809,unknown
245768868,unknown
245778022,unknown
246053686,unknown
202483527,unknown
250228127,unknown
106596822,unknown
245245206,unknown
58487749,unknown
244353558,unknown
245244792,unknown
244342139,unknown
245476233,unknown
245786824,unknown
75647082,unknown
246060489,unknown
246060493,unknown
244373232,unknown
245468044,unknown
245468049,unknown
246059677,unknown
245751394,unknown
245751718,unknown
146650740,unknown
245154801,unknown
245441229,unknown
246050257,unknown
244374818,unknown
244280326,unknown
245151672,unknown
245743455,unknown
244702185,unknown
124589798,unknown
245314933,unknown
245426103,unknown
244660135,unknown
211569303,unknown
245179756,2
246068090,unknown
245812809,2
245410554,2
246367440,2
244300746,unknown
105937459,unknown
244353963,unknown
246142906,unknown
244332749,2
245190228,2
246059356,unknown
49288645,unknown
245984717,unknown
192352784,unknown
138920227,2
244679684,2
246103515,unknown
245270633,unknown
244799356,unknown
245344437,unknown
245344767,unknown
245718828,unknown
58484648,unknown
246377381,unknown
108676400,unknown
245420039,1
245426695,unknown
41666491,unknown
245499103,unknown
139790734,unknown
246188536,2
245834835,2
244278601,unknown
246471848,unknown
244715112,unknown
245152055,unknown
245724923,unknown
246374790,unknown
45116250,unknown
245725003,unknown
148087023,unknown
250226964,unknown
250226967,unknown
245244834,2
246118451,unknown
246409638,unknown
244679345,2
246098243,2
191547164,2
245420038,unknown
245152669,unknown
244680534,unknown
245861914,unknown
245867221,unknown
245202964,unknown
245170291,2
244683749,unknown
246106614,2
245426064,unknown
19109495,unknown
246404075,2
245471554,2
244302472,unknown
246059349,unknown
245737200,unknown
246387284,unknown
246030828,unknown
244703572,unknown
244703447,unknown
244684978,2
245750761,unknown
245750845,unknown
246049405,unknown
246049810,unknown
228276825,unknown
96656379,unknown
245150586,unknown
246049817,unknown
246217966,unknown
245179218,2
245179225,2
245427907,unknown
246421612,unknown
244793937,unknown
202485377,unknown
203607380,unknown
245773659,unknown
244358913,unknown
203605787,unknown
245405599,unknown
244678028,unknown
244678026,unknown
116627131,unknown
139464384,unknown
244793868,unknown
244793873,unknown
246037488,unknown
246037495,unknown
74317560,2
244688160,unknown
244716123,unknown
244716128,unknown
246061531,unknown
244302709,unknown
245779262,unknown
245297355,unknown
226999213,unknown
245216733,unknown
246055549,unknown
245341715,2
244359624,2
245427912,unknown
245427909,unknown
54633775,unknown
87827508,unknown
245775710,unknown
244696212,unknown
245765809,unknown
244700728,2
246187558,2
241732967,unknown
245770865,unknown
245771090,unknown
244361929,unknown
250214594,2
244308904,unknown
244377835,unknown
246052181,unknown
245407748,unknown
245426984,unknown
250223024,2
244716171,unknown
246058584,unknown
125481560,unknown
225370548,unknown
245716452,unknown
245771241,unknown
245771245,unknown
245241590,unknown
244676919,unknown
245770842,unknown
244691083,2
244693910,unknown
244375040,unknown
245715541,1
244712021,unknown
245316224,2
247573940,2
245328893,unknown
246478960,unknown
244802143,unknown
244802445,unknown
163736928,unknown
244366771,unknown
250226992,unknown
246045089,unknown
244663265,unknown
245169068,unknown
244294942,unknown
245463183,unknown
246121822,unknown
76253615,unknown
245429654,unknown
245429653,unknown
245269238,unknown
244351620,2
213821496,2
245831232,2
245139638,unknown
246153181,unknown
245439831,unknown
246058560,unknown
244715507,2
250208418,unknown
245152337,unknown
244297620,unknown
244679362,unknown
246353135,unknown
245423372,unknown
245202970,unknown
203609789,unknown
103956754,unknown
245774063,unknown
245774056,unknown
245411024,2
245411017,2
244305584,unknown
244370017,2
246379790,unknown
246030826,unknown
35699969,unknown
245439836,unknown
246041942,unknown
245427441,unknown
35178102,unknown
128117820,unknown
245729627,unknown
245729630,unknown
244301357,2
244714804,unknown
245713531,unknown
246096802,unknown
246132889,unknown
245792966,unknown
244794763,unknown
246815452,2
245867174,unknown
245154016,unknown
244792200,unknown
245217835,unknown
245425079,2
246419113,unknown
245214416,unknown
245214444,unknown
250228407,unknown
250228409,unknown
245773666,unknown
250216051,unknown
245223412,2
245828145,2
245295969,unknown
246049828,unknown
160533672,unknown
244684979,2
74081968,unknown
245390417,unknown
93213189,unknown
245498726,unknown
245779709,unknown
245826575,2
245827024,unknown
246161069,2
250227321,unknown
244306915,2
244688613,unknown
246153135,unknown
245244841,unknown
244315599,unknown
245782216,unknown
246049861,unknown
245208169,unknown
245243367,unknown
245245190,unknown
246158258,unknown
245211013,2
246379124,unknown
250213391,unknown
246060412,unknown
246060415,unknown
246280892,2
202597672,unknown
245735174,unknown
246088773,2
245410557,2
64472105,unknown
245759470,unknown
244767695,unknown
246041035,unknown
245732348,unknown
244680538,unknown
95969219,2
176072245,unknown
245747409,unknown
246277176,unknown
250223015,unknown
245334614,unknown
245391107,unknown
245482102,unknown
99205316,unknown
245255413,2
245795520,2
245333269,unknown
245333274,unknown
245993439,unknown
244315049,unknown
244687065,2
244688985,unknown
246140252,unknown
89210989,unknown
246061038,unknown
246061042,unknown
72872091,unknown
245501419,unknown
246048669,unknown
245440150,unknown
246053429,unknown
245762547,unknown
245762552,unknown
246122084,unknown
245338179,unknown
67220406,unknown
246048265,unknown
246048270,unknown
244771209,unknown
186222266,unknown
246060868,unknown
185426445,unknown
210769996,unknown
96746451,unknown
244696194,unknown
244298099,2
245430339,unknown
245786770,unknown
246072701,unknown
245925170,unknown
245158848,unknown
245158851,unknown
245424373,unknown
203605978,unknown
245168771,unknown
246049043,unknown
246049046,unknown
246419561,unknown
244385119,unknown
245166045,2
245763002,unknown
245251153,unknown
244794760,unknown
244306303,unknown
245725050,unknown
245725052,unknown
245150587,unknown
245827028,unknown
158850875,unknown
245209432,unknown
245203707,unknown
246416803,unknown
245823967,2
245158169,unknown
223658429,unknown
53723120,unknown
104122013,unknown
245770852,unknown
244741186,unknown
246391942,unknown
90165650,unknown
245334897,unknown
246016152,unknown
246095991,unknown
27557962,unknown
73803196,unknown
244688164,unknown
245231974,unknown
245463906,unknown
244342466,unknown
244278978,unknown
245424522,unknown
244677143,unknown
245251819,unknown
250228426,unknown
229108361,2
246060487,unknown
245372179,unknown
246156772,unknown
245341491,2
244715118,2
244683101,unknown
244686989,2
244681167,unknown
246056752,unknown
245488612,2
245871770,unknown
244679346,unknown
244716253,unknown
222774052,unknown
245453439,unknown
245249797,unknown
246056023,unknown
245358669,2
245425045,2
184950376,unknown
100537701,unknown
245767627,unknown
245767632,unknown
244681856,unknown
185164447,unknown
245761130,unknown
245761427,unknown
245186433,2
141093274,unknown
246373430,2
246373431,2
244715503,unknown
246391928,unknown
244694276,unknown
246153857,unknown
245500731,unknown
245426991,2
245426988,unknown
245818330,2
246419035,unknown
246392559,unknown
245139866,unknown
245297773,unknown
245199764,unknown
245246561,unknown
245441223,unknown
244302292,unknown
241488759,unknown
245781753,unknown
245245213,unknown
245717384,unknown
245774150,unknown
245774151,unknown
245371179,unknown
245746419,unknown
245746424,unknown
245425312,unknown
245333667,unknown
245319485,2
244713633,unknown
244327968,unknown
245414818,2
246403193,2
245747363,unknown
245781306,unknown
246097454,unknown
246097515,unknown
244683086,unknown
245241567,unknown
245775061,unknown
245244807,unknown
245481172,unknown
246132486,2
54565872,unknown
245199363,unknown
244798306,unknown
244702013,unknown
71503057,unknown
